id,customer,vehicle,kit_optional,dealership,kiosk,status,created_at,modified_at
2273,26,8,1,32,196,c,2015-01-01 14:00:38.210383+00,2015-06-08 02:49:47.634409+00
2274,38,7,2,132,107,p,2015-05-12 12:05:54.589495+00,2015-06-08 02:49:47.634454+00
2275,130,6,3,26,274,a,2015-08-21 11:10:52.114905+00,2015-06-08 02:49:47.634499+00
2276,130,9,3,12,143,a,2015-06-26 22:41:38.855331+00,2015-06-08 02:49:47.634543+00
2277,119,1,1,30,211,a,2015-02-19 21:20:26.104979+00,2015-06-08 02:49:47.634588+00
2278,49,7,2,67,211,a,2015-07-13 19:36:48.473605+00,2015-06-08 02:49:47.634632+00
2279,185,10,2,30,121,p,2015-05-11 15:04:43.110036+00,2015-06-08 02:49:47.634676+00
2280,139,5,1,37,146,a,2015-10-24 00:39:45.719064+00,2015-06-08 02:49:47.634720+00
2281,187,5,3,126,97,p,2015-05-19 22:00:41.018942+00,2015-06-08 02:49:47.634764+00
2282,126,3,1,92,185,p,2015-07-12 10:45:16.752613+00,2015-06-08 02:49:47.634807+00
2283,89,4,3,115,269,c,2015-09-12 12:42:05.080115+00,2015-06-08 02:49:47.634851+00
2284,149,2,3,103,96,c,2015-08-03 21:30:45.431150+00,2015-06-08 02:49:47.634895+00
2285,53,9,2,17,217,p,2015-10-19 19:05:52.631813+00,2015-06-08 02:49:47.634940+00
2286,55,5,2,31,222,p,2015-06-14 01:25:05.163411+00,2015-06-08 02:49:47.634984+00
2287,25,7,3,23,48,p,2015-11-11 10:34:30.662644+00,2015-06-08 02:49:47.635028+00
2288,75,10,1,45,86,p,2015-10-23 11:43:30.900511+00,2015-06-08 02:49:47.635072+00
2289,39,8,1,99,271,a,2015-09-27 02:23:54.689745+00,2015-06-08 02:49:47.635117+00
2290,162,3,2,47,185,c,2015-03-27 00:00:14.334573+00,2015-06-08 02:49:47.635162+00
2291,113,11,3,139,6,a,2015-01-11 05:51:39.923149+00,2015-06-08 02:49:47.635206+00
2292,67,10,1,115,260,p,2015-07-14 04:52:24.965123+00,2015-06-08 02:49:47.635250+00
2293,56,11,2,128,142,a,2015-08-09 05:20:26.368901+00,2015-06-08 02:49:47.635294+00
2294,27,8,3,20,138,a,2015-09-28 05:02:00.840360+00,2015-06-08 02:49:47.635339+00
2295,196,10,3,95,241,c,2015-12-15 17:20:37.752891+00,2015-06-08 02:49:47.635384+00
2296,15,11,3,60,205,a,2015-07-14 20:55:36.169045+00,2015-06-08 02:49:47.635428+00
2297,105,5,2,115,213,c,2015-07-18 20:31:24.092711+00,2015-06-08 02:49:47.635471+00
2298,47,5,3,26,268,a,2015-12-22 12:05:18.368142+00,2015-06-08 02:49:47.635518+00
2299,59,2,2,102,133,c,2015-03-12 13:26:55.643057+00,2015-06-08 02:49:47.635563+00
2300,133,2,1,72,52,c,2015-01-01 18:50:23.038819+00,2015-06-08 02:49:47.635609+00
2301,9,5,3,114,20,c,2015-03-18 23:55:56.967955+00,2015-06-08 02:49:47.635654+00
2302,25,6,1,33,42,c,2015-06-13 21:12:55.641858+00,2015-06-08 02:49:47.635699+00
2303,16,1,2,15,2,c,2015-06-26 01:45:17.103636+00,2015-06-08 02:49:47.635744+00
2304,31,3,3,134,216,p,2015-09-28 12:51:06.775966+00,2015-06-08 02:49:47.635787+00
2305,51,5,1,48,209,p,2015-05-07 04:58:59.225668+00,2015-06-08 02:49:47.635832+00
2306,161,7,2,136,149,a,2015-09-08 12:01:46.896251+00,2015-06-08 02:49:47.635876+00
2307,13,1,1,112,286,p,2015-06-16 21:54:15.202075+00,2015-06-08 02:49:47.635951+00
2308,69,1,2,138,32,c,2015-04-18 01:41:05.066989+00,2015-06-08 02:49:47.636033+00
2309,8,8,2,58,63,c,2015-05-26 16:31:50.444829+00,2015-06-08 02:49:47.636081+00
2310,93,2,3,84,193,a,2015-07-13 17:37:16.177817+00,2015-06-08 02:49:47.636125+00
2311,13,4,2,13,260,p,2015-04-03 16:12:37.619358+00,2015-06-08 02:49:47.636169+00
2312,109,7,2,98,29,a,2015-03-23 23:21:59.709103+00,2015-06-08 02:49:47.636213+00
2313,72,4,2,120,79,p,2015-11-25 21:28:19.319753+00,2015-06-08 02:49:47.636257+00
2314,119,5,3,133,144,a,2015-08-04 17:13:53.818151+00,2015-06-08 02:49:47.636302+00
2315,192,11,1,83,70,p,2015-09-16 03:45:44.524426+00,2015-06-08 02:49:47.636348+00
2316,34,11,3,53,77,p,2015-08-15 16:46:04.109523+00,2015-06-08 02:49:47.636393+00
2317,126,10,1,13,225,a,2015-09-01 00:07:42.084070+00,2015-06-08 02:49:47.636467+00
2318,41,4,2,144,88,p,2015-08-03 23:48:07.107405+00,2015-06-08 02:49:47.636527+00
2319,142,9,1,99,172,p,2015-09-09 13:22:49.030857+00,2015-06-08 02:49:47.636574+00
2320,65,9,2,6,59,c,2015-01-12 01:25:45.180542+00,2015-06-08 02:49:47.636618+00
2321,179,3,2,134,48,a,2015-04-15 03:58:09.481440+00,2015-06-08 02:49:47.636663+00
2322,4,8,3,33,160,a,2015-11-12 15:12:32.110972+00,2015-06-08 02:49:47.636707+00
2323,164,4,3,25,56,c,2015-10-14 03:24:29.299078+00,2015-06-08 02:49:47.636752+00
2324,136,9,3,24,34,p,2015-04-20 22:15:31.821344+00,2015-06-08 02:49:47.636796+00
2325,9,2,3,25,48,p,2015-06-17 05:02:26.957603+00,2015-06-08 02:49:47.636841+00
2326,172,3,1,7,97,a,2015-02-03 08:14:17.749578+00,2015-06-08 02:49:47.636885+00
2327,20,4,2,36,218,p,2015-05-11 14:21:01.955692+00,2015-06-08 02:49:47.636928+00
2328,195,6,3,49,133,c,2015-12-23 23:27:59.166311+00,2015-06-08 02:49:47.636978+00
2329,68,7,1,96,264,a,2015-06-01 11:23:47.151898+00,2015-06-08 02:49:47.637023+00
2330,135,7,3,133,55,p,2015-04-20 01:19:11.922753+00,2015-06-08 02:49:47.637067+00
2331,134,5,3,7,68,c,2015-10-14 13:22:24.737644+00,2015-06-08 02:49:47.637110+00
2332,34,7,2,54,255,p,2015-07-28 17:40:12.487583+00,2015-06-08 02:49:47.637155+00
2333,27,8,3,141,10,p,2015-06-05 19:25:55.292077+00,2015-06-08 02:49:47.637215+00
2334,103,7,3,78,123,c,2015-04-22 12:03:09.207127+00,2015-06-08 02:49:47.637288+00
2335,63,3,1,1,155,a,2015-02-20 01:16:00.282653+00,2015-06-08 02:49:47.637345+00
2336,117,11,1,106,61,c,2015-06-01 11:33:11.310709+00,2015-06-08 02:49:47.637392+00
2337,72,6,2,69,196,a,2015-06-22 18:04:53.387287+00,2015-06-08 02:49:47.637437+00
2338,59,10,2,72,251,c,2015-06-16 21:22:51.013694+00,2015-06-08 02:49:47.637481+00
2339,55,5,3,61,43,a,2015-04-11 01:43:49.245341+00,2015-06-08 02:49:47.637525+00
2340,156,10,3,21,72,c,2015-01-17 09:34:13.405308+00,2015-06-08 02:49:47.637570+00
2341,129,2,2,95,51,c,2015-08-28 16:47:19.521444+00,2015-06-08 02:49:47.637614+00
2342,39,10,3,104,120,p,2015-10-16 09:09:07.392525+00,2015-06-08 02:49:47.637658+00
2343,176,7,3,27,107,c,2015-11-16 18:58:50.424589+00,2015-06-08 02:49:47.637702+00
2344,121,9,2,99,86,c,2015-04-23 00:59:51.113811+00,2015-06-08 02:49:47.637746+00
2345,156,1,3,17,68,p,2015-08-05 16:32:25.554699+00,2015-06-08 02:49:47.637793+00
2346,131,10,2,2,90,p,2015-05-17 04:15:43.231455+00,2015-06-08 02:49:47.637837+00
2347,182,9,3,146,127,p,2015-07-02 16:30:44.779041+00,2015-06-08 02:49:47.637882+00
2348,106,4,3,108,21,c,2015-08-02 18:48:32.540449+00,2015-06-08 02:49:47.637926+00
2349,52,6,3,49,51,p,2015-04-09 01:05:43.243695+00,2015-06-08 02:49:47.637970+00
2350,38,4,3,129,258,a,2015-02-13 22:37:09.683468+00,2015-06-08 02:49:47.638014+00
2351,87,6,1,100,94,c,2015-11-21 06:16:03.536264+00,2015-06-08 02:49:47.638058+00
2352,133,1,1,71,16,c,2015-06-11 19:18:30.944623+00,2015-06-08 02:49:47.638104+00
2353,27,1,3,34,195,p,2015-08-17 23:38:33.099204+00,2015-06-08 02:49:47.638150+00
2354,143,3,2,31,201,c,2015-06-05 16:06:40.162649+00,2015-06-08 02:49:47.638195+00
2355,57,10,3,11,122,c,2015-12-13 23:06:27.514042+00,2015-06-08 02:49:47.638239+00
2356,129,4,1,16,116,a,2015-09-10 21:01:11.430395+00,2015-06-08 02:49:47.638283+00
2357,38,7,1,101,37,a,2015-05-27 20:32:16.629780+00,2015-06-08 02:49:47.638327+00
2358,27,1,2,61,124,p,2015-11-02 06:33:46.020581+00,2015-06-08 02:49:47.638372+00
2359,81,8,1,78,207,p,2015-01-17 03:26:43.437328+00,2015-06-08 02:49:47.638416+00
2360,70,9,1,61,10,a,2015-02-02 21:33:47.256584+00,2015-06-08 02:49:47.638460+00
2361,175,9,1,53,198,a,2015-01-15 22:32:59.539181+00,2015-06-08 02:49:47.638503+00
2362,8,11,1,30,29,p,2015-03-15 21:10:43.773480+00,2015-06-08 02:49:47.638547+00
2363,61,8,3,131,259,c,2015-07-15 09:51:04.332051+00,2015-06-08 02:49:47.638592+00
2364,77,10,2,139,13,p,2015-12-09 14:15:05.175448+00,2015-06-08 02:49:47.638635+00
2365,104,6,3,67,258,a,2015-03-24 17:03:08.496330+00,2015-06-08 02:49:47.638679+00
2366,18,7,1,36,8,p,2015-03-15 14:13:50.804211+00,2015-06-08 02:49:47.638723+00
2367,118,10,3,120,226,p,2015-04-13 12:42:53.364004+00,2015-06-08 02:49:47.638767+00
2368,154,3,2,133,200,a,2015-05-20 21:40:36.464707+00,2015-06-08 02:49:47.638811+00
2369,7,3,1,61,113,p,2015-10-18 04:56:30.816143+00,2015-06-08 02:49:47.638857+00
2370,178,2,1,113,18,c,2015-06-01 04:20:43.831836+00,2015-06-08 02:49:47.638902+00
2371,60,5,1,109,255,a,2015-03-24 16:39:29.894309+00,2015-06-08 02:49:47.638946+00
2372,149,3,3,87,29,p,2015-12-24 05:34:46.610066+00,2015-06-08 02:49:47.638990+00
2373,180,3,3,47,45,a,2015-01-01 10:51:13.795648+00,2015-06-08 02:49:47.639033+00
2374,174,11,2,56,141,p,2015-07-06 09:26:12.066444+00,2015-06-08 02:49:47.639077+00
2375,97,5,3,2,190,a,2015-01-25 04:01:17.555093+00,2015-06-08 02:49:47.639121+00
2376,24,11,2,7,182,c,2015-11-15 13:38:27.582894+00,2015-06-08 02:49:47.639164+00
2377,136,3,3,7,132,c,2015-10-21 19:23:58.155740+00,2015-06-08 02:49:47.639210+00
2378,100,6,2,74,80,a,2015-09-18 05:16:20.882260+00,2015-06-08 02:49:47.639254+00
2379,29,6,2,109,126,a,2015-03-07 08:39:45.672139+00,2015-06-08 02:49:47.639299+00
2380,84,8,3,125,208,p,2015-09-15 14:18:09.487048+00,2015-06-08 02:49:47.639343+00
2381,113,6,2,24,219,p,2015-06-09 06:25:12.221761+00,2015-06-08 02:49:47.639386+00
2382,139,2,1,65,285,c,2015-04-05 12:45:35.643288+00,2015-06-08 02:49:47.639430+00
2383,185,1,3,51,32,p,2015-04-07 03:43:02.145884+00,2015-06-08 02:49:47.639475+00
2384,68,4,2,96,220,a,2015-10-02 02:05:08.058237+00,2015-06-08 02:49:47.639519+00
2385,162,2,3,80,11,p,2015-06-10 03:41:38.281846+00,2015-06-08 02:49:47.639564+00
2386,61,11,1,24,97,a,2015-09-14 03:36:39.934528+00,2015-06-08 02:49:47.639607+00
2387,196,6,1,19,73,a,2015-09-15 13:24:37.575179+00,2015-06-08 02:49:47.639651+00
2388,155,10,3,83,240,a,2015-07-18 16:48:59.860782+00,2015-06-08 02:49:47.639695+00
2389,113,5,3,60,236,a,2015-11-16 21:09:38.380956+00,2015-06-08 02:49:47.639739+00
2390,167,9,2,16,256,c,2015-12-17 23:29:16.805264+00,2015-06-08 02:49:47.639782+00
2391,104,9,3,55,87,p,2015-12-22 17:00:45.249819+00,2015-06-08 02:49:47.639825+00
2392,198,6,1,126,130,a,2015-08-21 06:45:07.486183+00,2015-06-08 02:49:47.639870+00
2393,97,4,3,6,48,a,2015-11-26 00:10:47.880233+00,2015-06-08 02:49:47.639914+00
2394,151,6,2,71,238,c,2015-10-25 21:01:04.005955+00,2015-06-08 02:49:47.639958+00
2395,135,11,3,75,24,p,2015-07-13 14:42:09.295499+00,2015-06-08 02:49:47.640004+00
2396,47,4,2,43,239,p,2015-09-20 15:40:17.634370+00,2015-06-08 02:49:47.640048+00
2397,160,1,2,74,287,c,2015-03-07 18:04:40.728853+00,2015-06-08 02:49:47.640092+00
2398,14,8,1,134,274,c,2015-06-20 21:39:20.789620+00,2015-06-08 02:49:47.640138+00
2399,27,6,3,96,191,a,2015-02-24 21:15:33.547973+00,2015-06-08 02:49:47.640182+00
2400,117,7,2,26,145,a,2015-12-05 14:39:50.330167+00,2015-06-08 02:49:47.640225+00
2401,177,11,3,29,130,c,2015-10-09 18:42:32.375443+00,2015-06-08 02:49:47.640269+00
2402,25,5,2,75,37,p,2015-10-16 17:38:05.486581+00,2015-06-08 02:49:47.640312+00
2403,95,8,3,146,12,p,2015-05-24 14:01:18.441441+00,2015-06-08 02:49:47.640355+00
2404,175,10,1,128,24,a,2015-08-02 08:21:10.172793+00,2015-06-08 02:49:47.640401+00
2405,100,10,2,91,42,c,2015-07-03 01:51:30.201087+00,2015-06-08 02:49:47.640456+00
2406,96,11,1,98,155,c,2015-10-17 05:11:55.390337+00,2015-06-08 02:49:47.640501+00
2407,94,5,2,95,202,a,2015-01-07 06:58:13.275101+00,2015-06-08 02:49:47.640546+00
2408,183,11,3,100,138,p,2015-09-02 07:12:34.407986+00,2015-06-08 02:49:47.640589+00
2409,96,11,1,126,96,a,2015-09-08 19:44:41.102890+00,2015-06-08 02:49:47.640633+00
2410,84,11,2,130,145,c,2015-09-05 16:32:02.686726+00,2015-06-08 02:49:47.640677+00
2411,72,1,3,68,62,c,2015-12-28 15:06:44.571353+00,2015-06-08 02:49:47.640720+00
2412,132,2,2,90,141,a,2015-12-03 11:54:20.928503+00,2015-06-08 02:49:47.640764+00
2413,106,1,1,43,235,c,2015-05-11 18:39:55.219917+00,2015-06-08 02:49:47.640810+00
2414,157,4,3,72,204,c,2015-05-12 03:12:29.816486+00,2015-06-08 02:49:47.640854+00
2415,30,5,2,78,48,c,2015-10-26 20:56:13.553705+00,2015-06-08 02:49:47.640897+00
2416,72,5,3,9,141,a,2015-03-20 08:57:10.959822+00,2015-06-08 02:49:47.640942+00
2417,137,5,2,29,237,c,2015-04-22 07:56:45.314670+00,2015-06-08 02:49:47.640985+00
2418,177,7,1,108,184,p,2015-09-16 12:26:33.698653+00,2015-06-08 02:49:47.641031+00
2419,176,4,1,124,181,a,2015-03-28 07:46:15.975009+00,2015-06-08 02:49:47.641075+00
2420,123,9,1,138,68,a,2015-03-27 18:57:04.819614+00,2015-06-08 02:49:47.641119+00
2421,144,3,2,97,73,c,2015-04-25 09:38:32.260834+00,2015-06-08 02:49:47.641176+00
2422,8,4,3,114,44,a,2015-09-25 04:45:21.739500+00,2015-06-08 02:49:47.641251+00
2423,109,9,3,45,174,p,2015-03-04 06:24:57.092498+00,2015-06-08 02:49:47.641339+00
2424,147,11,2,17,171,c,2015-07-15 19:27:12.812318+00,2015-06-08 02:49:47.641418+00
2425,10,4,2,37,10,a,2015-06-01 15:08:49.146959+00,2015-06-08 02:49:47.641492+00
2426,164,3,1,14,221,p,2015-01-10 00:58:27.020813+00,2015-06-08 02:49:47.641573+00
2427,34,4,2,113,152,p,2015-01-17 03:55:42.487745+00,2015-06-08 02:49:47.641643+00
2428,28,4,2,110,275,c,2015-07-05 21:04:59.056100+00,2015-06-08 02:49:47.641691+00
2429,108,8,1,136,145,a,2015-06-11 05:37:04.553820+00,2015-06-08 02:49:47.641736+00
2430,173,6,3,55,159,p,2015-05-03 02:48:03.538136+00,2015-06-08 02:49:47.641782+00
2431,23,3,2,137,73,a,2015-06-09 07:28:24.019223+00,2015-06-08 02:49:47.641827+00
2432,198,5,3,15,202,a,2015-03-16 17:06:06.877629+00,2015-06-08 02:49:47.641871+00
2433,71,11,3,103,113,a,2015-05-15 19:26:29.526277+00,2015-06-08 02:49:47.641916+00
2434,133,1,3,97,185,a,2015-11-11 02:57:21.844307+00,2015-06-08 02:49:47.641961+00
2435,124,11,3,115,25,c,2015-03-02 10:28:53.085568+00,2015-06-08 02:49:47.642005+00
2436,128,11,2,73,109,c,2015-12-19 03:06:01.959728+00,2015-06-08 02:49:47.642048+00
2437,150,3,3,75,167,c,2015-06-06 16:36:52.800789+00,2015-06-08 02:49:47.642092+00
2438,109,5,1,33,92,c,2015-01-24 19:58:31.126734+00,2015-06-08 02:49:47.642137+00
2439,4,11,2,39,249,p,2015-11-07 11:49:42.358639+00,2015-06-08 02:49:47.642199+00
2440,86,6,2,20,193,c,2015-10-26 18:35:28.045852+00,2015-06-08 02:49:47.642271+00
2441,24,6,1,129,228,p,2015-11-19 19:08:59.005869+00,2015-06-08 02:49:47.642351+00
2442,21,1,1,63,170,p,2015-08-23 02:31:51.797244+00,2015-06-08 02:49:47.642413+00
2443,15,7,2,38,62,c,2015-11-13 21:33:12.899425+00,2015-06-08 02:49:47.642484+00
2444,17,3,1,38,206,a,2015-06-03 07:28:46.737211+00,2015-06-08 02:49:47.642565+00
2445,187,1,3,146,100,c,2015-12-03 16:20:07.020621+00,2015-06-08 02:49:47.642615+00
2446,36,4,3,87,7,a,2015-04-09 16:17:26.018893+00,2015-06-08 02:49:47.642659+00
2447,117,7,3,131,140,p,2015-05-15 16:00:36.579464+00,2015-06-08 02:49:47.642703+00
2448,164,6,3,93,130,c,2015-11-10 23:33:35.724534+00,2015-06-08 02:49:47.642747+00
2449,86,1,1,89,43,c,2015-11-01 11:21:13.121866+00,2015-06-08 02:49:47.642791+00
2450,75,8,3,58,259,a,2015-10-13 20:01:42.130330+00,2015-06-08 02:49:47.642836+00
2451,137,1,1,71,270,p,2015-12-25 18:08:26.924309+00,2015-06-08 02:49:47.642906+00
2452,38,9,3,103,153,a,2015-07-20 16:58:32.591415+00,2015-06-08 02:49:47.642955+00
2453,48,3,3,2,163,a,2015-10-08 06:07:28.604564+00,2015-06-08 02:49:47.642999+00
2454,190,3,2,51,132,p,2015-04-01 23:22:29.616022+00,2015-06-08 02:49:47.643045+00
2455,96,3,2,130,199,c,2015-07-10 05:28:29.661446+00,2015-06-08 02:49:47.643115+00
2456,114,3,3,112,17,p,2015-07-01 20:32:21.058707+00,2015-06-08 02:49:47.643179+00
2457,88,5,3,118,216,c,2015-08-14 07:55:46.360937+00,2015-06-08 02:49:47.643225+00
2458,111,9,3,27,139,c,2015-04-25 08:40:10.070901+00,2015-06-08 02:49:47.643269+00
2459,43,5,3,66,246,a,2015-03-25 02:10:50.777609+00,2015-06-08 02:49:47.643312+00
2460,183,5,1,146,60,c,2015-12-17 21:03:14.871502+00,2015-06-08 02:49:47.643356+00
2461,130,9,1,82,113,p,2015-08-10 20:07:29.817165+00,2015-06-08 02:49:47.643400+00
2462,2,5,3,37,252,a,2015-12-14 00:11:18.192228+00,2015-06-08 02:49:47.643444+00
2463,122,8,1,34,43,p,2015-07-20 12:07:46.962218+00,2015-06-08 02:49:47.643488+00
2464,198,9,3,79,198,a,2015-08-16 20:46:54.352865+00,2015-06-08 02:49:47.643532+00
2465,190,11,2,27,187,c,2015-07-14 08:41:53.062532+00,2015-06-08 02:49:47.643575+00
2466,124,3,3,43,49,a,2015-10-21 12:20:03.602482+00,2015-06-08 02:49:47.643619+00
2467,72,6,1,76,214,a,2015-04-14 01:13:03.675305+00,2015-06-08 02:49:47.643663+00
2468,149,8,3,91,263,c,2015-04-05 18:21:16.509844+00,2015-06-08 02:49:47.643708+00
2469,174,1,1,73,55,a,2015-02-18 17:11:29.478199+00,2015-06-08 02:49:47.643752+00
2470,178,10,1,49,82,p,2015-03-16 21:26:08.947444+00,2015-06-08 02:49:47.643795+00
2471,179,4,1,94,244,p,2015-11-01 22:32:56.117400+00,2015-06-08 02:49:47.643841+00
2472,45,1,1,53,279,a,2015-03-13 19:50:33.361386+00,2015-06-08 02:49:47.643886+00
2473,187,8,1,68,142,a,2015-01-03 12:32:39.838835+00,2015-06-08 02:49:47.643930+00
2474,9,11,1,81,125,c,2015-10-09 19:26:30.789125+00,2015-06-08 02:49:47.643976+00
2475,131,2,3,79,287,p,2015-10-12 19:38:29.828308+00,2015-06-08 02:49:47.644020+00
2476,52,2,2,45,113,c,2015-10-12 08:20:04.816684+00,2015-06-08 02:49:47.644064+00
2477,104,5,2,23,66,c,2015-07-02 15:37:37.300610+00,2015-06-08 02:49:47.644108+00
2478,41,8,3,136,240,c,2015-10-23 17:22:35.437306+00,2015-06-08 02:49:47.644151+00
2479,200,3,3,90,201,a,2015-03-01 13:16:17.269958+00,2015-06-08 02:49:47.644194+00
2480,123,5,1,37,279,p,2015-02-13 06:16:41.238041+00,2015-06-08 02:49:47.644237+00
2481,157,6,2,27,252,c,2015-03-26 03:49:37.732946+00,2015-06-08 02:49:47.644281+00
2482,98,7,1,143,87,p,2015-09-23 09:34:20.622437+00,2015-06-08 02:49:47.644326+00
2483,158,2,1,34,42,a,2015-10-11 16:54:38.543639+00,2015-06-08 02:49:47.644369+00
2484,105,9,2,146,182,c,2015-03-20 06:39:37.705889+00,2015-06-08 02:49:47.644441+00
2485,109,2,2,49,3,c,2015-03-06 21:17:34.906657+00,2015-06-08 02:49:47.644487+00
2486,52,8,2,85,103,p,2015-11-05 06:46:49.769095+00,2015-06-08 02:49:47.644533+00
2487,41,1,2,79,185,p,2015-11-10 09:46:32.163723+00,2015-06-08 02:49:47.644577+00
2488,166,10,1,3,145,a,2015-03-15 04:59:18.989776+00,2015-06-08 02:49:47.644621+00
2489,71,6,2,64,29,c,2015-09-02 15:49:06.413818+00,2015-06-08 02:49:47.644665+00
2490,194,11,2,55,89,c,2015-06-14 21:30:16.773137+00,2015-06-08 02:49:47.644710+00
2491,113,9,1,41,33,c,2015-05-03 07:12:50.050931+00,2015-06-08 02:49:47.644755+00
2492,96,11,2,29,117,a,2015-05-19 02:46:59.577986+00,2015-06-08 02:49:47.644798+00
2493,107,1,3,128,201,c,2015-05-22 03:21:53.658619+00,2015-06-08 02:49:47.644844+00
2494,167,8,1,72,108,p,2015-03-27 17:29:32.967953+00,2015-06-08 02:49:47.644887+00
2495,78,10,1,113,24,p,2015-07-12 13:14:14.614570+00,2015-06-08 02:49:47.644931+00
2496,32,2,2,66,5,c,2015-05-03 10:40:57.902511+00,2015-06-08 02:49:47.644989+00
2497,7,1,2,37,196,a,2015-07-05 13:35:05.142365+00,2015-06-08 02:49:47.645037+00
2498,145,3,1,3,101,c,2015-05-23 02:40:11.563537+00,2015-06-08 02:49:47.645082+00
2499,188,1,1,66,58,a,2015-11-23 15:25:23.452333+00,2015-06-08 02:49:47.645126+00
2500,11,3,3,47,40,a,2015-05-14 01:09:42.534633+00,2015-06-08 02:49:47.645170+00
2501,176,3,2,105,81,p,2015-09-25 11:18:03.817628+00,2015-06-08 02:49:47.645214+00
2502,140,6,2,135,269,c,2015-10-01 12:15:59.668673+00,2015-06-08 02:49:47.645259+00
2503,150,7,2,14,17,a,2015-06-20 16:17:29.147015+00,2015-06-08 02:49:47.645303+00
2504,142,1,1,54,29,a,2015-01-17 20:01:38.641498+00,2015-06-08 02:49:47.645347+00
2505,163,7,3,25,203,c,2015-12-06 22:21:38.148952+00,2015-06-08 02:49:47.645391+00
2506,153,3,1,102,101,a,2015-04-22 10:34:41.714033+00,2015-06-08 02:49:47.645435+00
2507,148,3,3,134,91,p,2015-12-19 08:22:29.133032+00,2015-06-08 02:49:47.645481+00
2508,87,7,2,143,205,a,2015-08-27 23:07:41.546361+00,2015-06-08 02:49:47.645525+00
2509,12,6,1,145,154,a,2015-12-18 08:00:13.093655+00,2015-06-08 02:49:47.645571+00
2510,58,8,1,63,164,a,2015-02-11 04:42:58.709429+00,2015-06-08 02:49:47.645615+00
2511,110,11,2,137,73,a,2015-07-24 01:48:43.211714+00,2015-06-08 02:49:47.645660+00
2512,46,3,2,111,52,a,2015-05-08 06:54:45.387172+00,2015-06-08 02:49:47.645704+00
2513,79,11,2,63,55,a,2015-01-13 05:37:07.116667+00,2015-06-08 02:49:47.645748+00
2514,123,9,1,127,114,c,2015-07-15 18:10:47.245929+00,2015-06-08 02:49:47.645792+00
2515,157,8,3,107,42,p,2015-02-03 04:12:40.265525+00,2015-06-08 02:49:47.645836+00
2516,107,3,3,36,170,a,2015-03-08 13:35:54.565364+00,2015-06-08 02:49:47.645879+00
2517,81,3,1,86,57,p,2015-07-12 04:43:14.776888+00,2015-06-08 02:49:47.645923+00
2518,98,9,1,141,148,a,2015-03-02 15:02:04.818405+00,2015-06-08 02:49:47.645968+00
2519,46,3,1,68,63,a,2015-08-23 21:59:48.563726+00,2015-06-08 02:49:47.646013+00
2520,148,4,2,54,246,a,2015-07-16 04:30:39.891693+00,2015-06-08 02:49:47.646056+00
2521,111,9,1,113,246,p,2015-04-18 18:12:14.473114+00,2015-06-08 02:49:47.646100+00
2522,126,3,3,28,133,a,2015-01-26 10:32:59.350640+00,2015-06-08 02:49:47.646143+00
2523,94,7,3,45,48,p,2015-09-15 16:55:50.622894+00,2015-06-08 02:49:47.646188+00
2524,108,6,1,97,10,a,2015-06-23 16:26:43.580069+00,2015-06-08 02:49:47.646232+00
2525,92,3,3,6,121,a,2015-12-18 05:04:20.526699+00,2015-06-08 02:49:47.646277+00
2526,2,7,1,15,172,a,2015-06-16 14:58:41.542210+00,2015-06-08 02:49:47.646322+00
2527,63,9,2,139,240,p,2015-06-12 06:14:26.889917+00,2015-06-08 02:49:47.646365+00
2528,33,11,1,100,96,c,2015-04-01 13:15:10.516217+00,2015-06-08 02:49:47.646408+00
2529,85,4,3,88,7,p,2015-09-25 04:19:47.896969+00,2015-06-08 02:49:47.646453+00
2530,57,11,3,50,198,p,2015-11-09 17:33:40.078669+00,2015-06-08 02:49:47.646529+00
2531,146,8,1,142,253,a,2015-05-13 00:40:38.518236+00,2015-06-08 02:49:47.646576+00
2532,162,11,2,108,69,a,2015-05-15 05:13:16.629586+00,2015-06-08 02:49:47.646621+00
2533,12,7,3,100,156,p,2015-12-24 05:49:42.870918+00,2015-06-08 02:49:47.646665+00
2534,111,7,3,51,107,c,2015-05-22 23:16:40.480193+00,2015-06-08 02:49:47.646709+00
2535,50,7,2,22,86,a,2015-05-08 09:42:38.498968+00,2015-06-08 02:49:47.646752+00
2536,59,11,1,25,88,p,2015-08-20 00:59:16.257989+00,2015-06-08 02:49:47.646799+00
2537,71,11,1,140,151,p,2015-04-16 15:32:16.228701+00,2015-06-08 02:49:47.646844+00
2538,120,8,1,37,150,c,2015-12-09 08:21:11.735219+00,2015-06-08 02:49:47.646889+00
2539,146,2,1,123,174,p,2015-08-23 12:08:29.986232+00,2015-06-08 02:49:47.646932+00
2540,77,9,2,75,127,p,2015-04-13 07:49:04.011697+00,2015-06-08 02:49:47.646976+00
2541,72,10,2,68,256,p,2015-05-16 01:46:05.602711+00,2015-06-08 02:49:47.647020+00
2542,195,8,2,7,149,c,2015-07-01 01:48:29.491966+00,2015-06-08 02:49:47.647063+00
2543,9,7,2,37,213,a,2015-05-18 21:26:38.845013+00,2015-06-08 02:49:47.647107+00
2544,148,11,2,44,89,p,2015-12-10 15:53:24.126880+00,2015-06-08 02:49:47.647150+00
2545,170,7,1,39,54,c,2015-11-21 23:04:05.464535+00,2015-06-08 02:49:47.647196+00
